City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
293,Luau,-10.7073,22.2247,68.77,54,69,5.55,AO,2022-05-13 20:40:06
294,Sinnamary,5.3833,-52.95,79.99,82,15,11.45,GF,2022-05-13 20:40:06
295,Yarim,14.298,44.3779,61.03,22,27,13.51,YE,2022-05-13 20:40:07
296,Idrinskoye,54.3708,92.1358,50.74,39,6,3.78,RU,2022-05-13 20:40:07
297,Dehloran,32.6941,47.2679,76.17,22,0,10.56,IR,2022-05-13 20:40:08
298,Katangli,51.7102,143.2326,32.0,99,100,8.3,RU,2022-05-13 20:40:08
299,Santa Cruz,-17.8,-63.1667,85.46,48,20,23.02,BO,2022-05-13 20:36:51
300,Ipixuna,-1.7625,-48.8043,78.06,93,61,3.74,BR,2022-05-13 20:40:09
301,Necochea,-38.5473,-58.7368,52.74,84,41,5.82,AR,2022-05-13 20:38:07
302,Chernyshevskiy,63.0128,112.4714,28.72,82,100,1.99,RU,2022-05-13 20:40:10
303,Buenaventura,3.8801,-77.0312,79.95,90,81,2.37,CO,2022-05-13 20:40:11
304,Isla Mujeres,21.2311,-86.731,84.25,63,12,11.54,MX,2022-05-13 20:40:11
305,Gidam,18.9833,81.4,81.03,67,55,2.21,IN,2022-05-13 20:40:12
306,Bolobo,-2.1667,16.2333,74.35,87,74,2.91,CD,2022-05-13 20:40:13
307,Muros,42.7762,-9.0603,65.08,70,100,3.96,ES,2022-05-13 20:40:13
308,Dongsheng,39.8161,109.9776,42.78,30,64,6.33,CN,2022-05-13 20:40:14
309,Gat,31.61,34.7642,78.4,12,1,5.68,IL,2022-05-13 20:40:14
310,Gander,48.9682,-54.5906,55.53,32,75,17.27,CA,2022-05-13 20:40:15
311,Fairbanks,64.8378,-147.7164,46.02,75,75,9.22,US,2022-05-13 20:39:46
312,Creutzwald,49.2,6.6833,54.48,68,1,3.0,FR,2022-05-13 20:40:15
313,Faanui,-16.4833,-151.75,81.5,70,6,17.07,PF,2022-05-13 20:40:16
314,Russell,32.3502,-85.1999,79.97,60,20,8.05,US,2022-05-13 20:40:16
315,Morgan City,29.6994,-91.2068,86.0,89,89,11.72,US,2022-05-13 20:40:17
316,Quatre Cocos,-20.2078,57.7625,73.51,72,54,12.95,MU,2022-05-13 20:40:17
317,Baruun-Urt,46.6806,113.2792,37.92,70,78,6.96,MN,2022-05-13 20:40:18
318,Mnogovershinnyy,53.9353,139.9242,37.69,91,87,2.19,RU,2022-05-13 20:40:18
319,Bunda,-2.05,33.8667,66.45,90,92,3.6,TZ,2022-05-13 20:40:19
320,Kamina,-8.7386,24.9906,70.39,58,92,3.78,CD,2022-05-13 20:40:19
321,Mareeba,-17.0,145.4333,68.43,96,0,2.37,AU,2022-05-13 20:40:19
322,Unai,-16.3575,-46.9061,77.7,49,100,2.15,BR,2022-05-13 20:36:04
323,Mishelevka,52.8575,103.1719,44.56,43,39,3.29,RU,2022-05-13 20:40:20
324,Bocana De Paiwas,12.7857,-85.1227,93.22,31,33,10.74,NI,2022-05-13 20:40:20
325,Tocache,-8.1842,-76.5125,83.97,61,64,1.61,PE,2022-05-13 20:40:26
326,Nome,64.5011,-165.4064,34.16,51,0,6.91,US,2022-05-13 20:39:54
327,Varhaug,58.6147,5.6457,49.89,91,100,19.35,NO,2022-05-13 20:40:26
328,Pandan,14.0453,124.1694,78.73,87,100,8.03,PH,2022-05-13 20:40:27
329,Kilindoni,-7.9139,39.6668,80.1,71,88,14.07,TZ,2022-05-13 20:40:27
330,Kieta,-6.2167,155.6333,79.83,77,38,1.7,PG,2022-05-13 20:40:28
331,Svetlyy,54.675,20.1347,46.45,83,16,9.91,RU,2022-05-13 20:40:28
332,Comodoro Rivadavia,-45.8667,-67.5,55.26,44,20,19.57,AR,2022-05-13 20:40:29
333,Mount Isa,-20.7333,139.5,51.57,100,0,0.0,AU,2022-05-13 20:40:29
334,Melfort,52.8667,-104.6177,43.72,89,100,25.61,CA,2022-05-13 20:40:29
335,Rio De Janeiro,-22.9028,-43.2075,76.53,78,75,9.22,BR,2022-05-13 20:38:37
336,Kirkuk,35.4681,44.3922,69.46,30,0,10.74,IQ,2022-05-13 20:40:30
337,Eurajoki,61.2,21.7333,41.02,80,11,5.23,FI,2022-05-13 20:40:30
338,Gazanjyk,39.2446,55.5154,67.64,55,96,7.27,TM,2022-05-13 20:40:31
339,Kruisfontein,-34.0033,24.7314,60.89,77,53,11.34,ZA,2022-05-13 20:40:31
340,Coromandel,-18.4733,-47.2003,72.72,52,98,1.43,BR,2022-05-13 20:40:32
341,Zheleznodorozhnyy,55.7503,38.0042,50.61,70,12,11.48,RU,2022-05-13 20:40:32
342,Roald,62.5833,6.1333,46.76,87,75,13.8,NO,2022-05-13 20:40:32
343,Ossora,59.2353,163.0719,34.36,100,100,4.14,RU,2022-05-13 20:40:33
344,Careiro Da Varzea,-3.2003,-59.8119,83.01,91,91,4.14,BR,2022-05-13 20:40:33
345,Shirokiy,49.758,129.523,40.15,71,9,3.04,RU,2022-05-13 20:40:34
346,Ereymentau,51.6199,73.1033,57.87,39,84,3.2,KZ,2022-05-13 20:40:35
347,Portland,45.5234,-122.6762,59.97,58,100,5.01,US,2022-05-13 20:38:45
348,Berlevag,70.8578,29.0864,35.55,80,40,17.27,NO,2022-05-13 20:40:35
349,Cap Malheureux,-19.9842,57.6142,70.47,77,34,1.99,MU,2022-05-13 20:40:36
350,Butwal,27.7006,83.4484,80.04,62,1,4.56,NP,2022-05-13 20:40:37
351,Port Blair,11.6667,92.75,80.64,94,75,0.0,IN,2022-05-13 20:40:37
352,Mayo,38.8876,-76.5119,75.96,83,75,6.91,US,2022-05-13 20:40:37
353,Neuquen,-38.9516,-68.0591,57.09,26,0,9.22,AR,2022-05-13 20:39:14
354,Caravelas,-17.7125,-39.2481,75.52,79,7,6.69,BR,2022-05-13 20:35:46
355,Udachnyy,66.4167,112.4,26.46,58,99,3.51,RU,2022-05-13 20:40:38
356,Basco,20.4487,121.9702,83.71,76,92,10.94,PH,2022-05-13 20:40:39
357,Mancio Lima,-7.6142,-72.8958,86.07,66,40,6.91,BR,2022-05-13 20:40:39
358,Grand Gaube,-20.0064,57.6608,73.8,77,44,1.99,MU,2022-05-13 20:40:39
359,Vestmannaeyjar,63.4427,-20.2734,42.87,55,100,4.41,IS,2022-05-13 20:40:40
360,Dicabisagan,17.0818,122.4157,79.34,86,64,7.47,PH,2022-05-13 20:36:15
361,Slave Lake,55.2834,-114.769,64.38,32,100,14.97,CA,2022-05-13 20:40:07
362,Akyab,20.15,92.9,81.81,82,7,5.95,MM,2022-05-13 20:40:41
363,Morehead,37.2711,-87.1764,86.86,45,0,3.44,US,2022-05-13 20:40:41
364,Ouango,4.3133,22.5552,70.18,94,100,0.36,CF,2022-05-13 20:40:42
365,Ust-Omchug,61.15,149.6333,33.55,98,100,4.59,RU,2022-05-13 20:40:42
366,Balsas,-7.5325,-46.0356,82.78,62,99,4.29,BR,2022-05-13 20:40:42
367,Jaisalmer,26.9147,70.9181,90.9,32,1,18.7,IN,2022-05-13 20:40:43
368,Komsomolskiy,40.4272,71.7189,66.92,55,89,0.0,UZ,2022-05-13 20:40:43
369,Sao Jose Da Coroa Grande,-8.8978,-35.1478,79.21,80,38,5.79,BR,2022-05-13 20:40:44
370,Shenjiamen,29.9576,122.298,60.87,70,40,15.59,CN,2022-05-13 20:40:44
371,Geraldton,-28.7667,114.6,59.41,82,100,6.91,AU,2022-05-13 20:40:45
372,Valentin Gomez Farias,28.2167,-106.5833,88.32,5,1,6.87,MX,2022-05-13 20:40:45
373,Krasnyy Chikoy,50.3643,108.7512,36.05,73,95,2.62,RU,2022-05-13 20:40:51
374,Sechura,-5.5569,-80.8222,77.32,59,41,14.63,PE,2022-05-13 20:40:51
375,Barra Do Garcas,-15.89,-52.2567,90.18,45,20,8.05,BR,2022-05-13 20:37:05
376,Nouadhibou,20.931,-17.0347,91.38,21,99,23.02,MR,2022-05-13 20:40:52
377,Giyani,-23.3025,30.7187,66.97,56,9,3.6,ZA,2022-05-13 20:40:53
378,Tiksi,71.6872,128.8694,15.33,88,22,10.38,RU,2022-05-13 20:40:54
379,Aykhal,66.0,111.5,23.58,83,100,5.64,RU,2022-05-13 20:40:55
380,Xichang,27.8964,102.2634,65.28,89,97,1.28,CN,2022-05-13 20:40:56
381,Sidhi,24.4167,81.8833,87.94,29,0,4.74,IN,2022-05-13 20:40:57
382,Acapulco,16.8634,-99.8901,91.22,58,100,10.36,MX,2022-05-13 20:38:11
383,Kungurtug,50.5994,97.5228,34.54,49,2,1.54,RU,2022-05-13 20:40:58
384,San Carlos Del Zulia,9.0,-71.9135,91.47,54,85,10.92,VE,2022-05-13 20:40:59
385,Grao Mogol,-16.5594,-42.8897,74.26,47,89,5.41,BR,2022-05-13 20:41:00
386,Thompson,55.7435,-97.8558,41.16,70,100,17.27,CA,2022-05-13 20:41:00
387,Sangar,63.9242,127.4739,26.6,79,5,8.57,RU,2022-05-13 20:41:01
388,Port Hardy,50.6996,-127.4199,50.18,66,75,5.75,CA,2022-05-13 20:40:38
389,Botwood,49.1499,-55.3482,57.9,45,100,7.63,CA,2022-05-13 20:41:02
390,Kashi,39.4547,75.9797,56.41,88,66,8.95,CN,2022-05-13 20:41:03
391,Isoka,-10.1606,32.6335,57.16,81,9,1.43,ZM,2022-05-13 20:41:03
392,Haines Junction,60.7522,-137.5108,48.15,29,100,9.22,CA,2022-05-13 20:41:04
393,Sola,-13.8833,167.55,80.49,75,99,23.76,VU,2022-05-13 20:41:05
394,Mehamn,71.0357,27.8492,35.51,85,100,17.85,NO,2022-05-13 20:41:05
395,Codrington,-38.2667,141.9667,62.19,71,100,17.94,AU,2022-05-13 20:38:53
396,Olinda,-8.0089,-34.8553,82.13,78,20,6.91,BR,2022-05-13 20:41:06
397,Borba,-4.3878,-59.5939,79.21,94,92,2.91,BR,2022-05-13 20:41:07
398,Cabangahan,9.0781,122.9469,80.33,81,100,2.66,PH,2022-05-13 20:41:07
399,Bandarbeyla,9.4942,50.8122,81.82,88,99,20.87,SO,2022-05-13 20:41:08
400,La Plata,-34.9215,-57.9545,64.02,65,100,2.66,AR,2022-05-13 20:37:00
401,Bitung,1.4451,125.1824,77.85,87,100,3.49,ID,2022-05-13 20:41:09
402,Antofagasta,-23.65,-70.4,61.88,74,12,6.71,CL,2022-05-13 20:41:09
403,Boras,57.721,12.9401,49.1,94,89,9.86,SE,2022-05-13 20:36:55
404,Mastic Beach,40.7668,-72.8521,72.41,88,100,8.05,US,2022-05-13 20:41:10
405,Salamiyah,35.0113,37.0532,68.43,42,47,1.1,SY,2022-05-13 20:41:11
406,Cutro,39.0353,16.9819,61.65,67,3,5.12,IT,2022-05-13 20:41:11
407,Kibala,9.1104,18.3463,89.55,62,0,0.0,TD,2022-05-13 20:41:12
408,Thinadhoo,0.5333,72.9333,82.96,69,100,9.24,MV,2022-05-13 20:41:13
409,Semirom,31.4167,51.5667,49.86,36,0,7.99,IR,2022-05-13 20:41:14
410,Jizan,17.3333,42.6667,86.94,56,89,2.13,SA,2022-05-13 20:41:14
411,Wasilla,61.5814,-149.4394,48.52,70,100,5.75,US,2022-05-13 20:36:26
412,Kimberley,-28.7323,24.7623,58.69,33,51,8.05,ZA,2022-05-13 20:41:15
413,Trelew,-43.249,-65.3051,54.73,37,8,20.54,AR,2022-05-13 20:41:16
414,Belyy Yar,53.6039,91.3903,39.09,48,0,2.24,RU,2022-05-13 20:41:16
415,Te Anau,-45.4167,167.7167,52.52,94,100,3.13,NZ,2022-05-13 20:41:17
416,Kalmunai,7.4167,81.8167,80.24,78,100,7.83,LK,2022-05-13 20:41:18
417,Nchelenge,-9.3451,28.734,67.59,63,41,4.52,ZM,2022-05-13 20:41:18
418,Alice Springs,-23.7,133.8833,62.15,39,78,5.75,AU,2022-05-13 20:41:24
419,Manggar,-2.8833,108.2667,80.13,78,100,1.34,ID,2022-05-13 20:41:25
420,Ponta Delgada,37.7333,-25.6667,66.51,82,40,11.5,PT,2022-05-13 20:41:25
421,Beisfjord,68.3751,17.5988,42.85,85,89,6.42,NO,2022-05-13 20:41:26
422,Shubarshi,48.5872,57.1869,56.57,76,100,21.5,KZ,2022-05-13 20:41:27
423,Sicamous,50.8331,-118.9856,52.2,75,100,3.49,CA,2022-05-13 20:40:15
424,Chambersburg,39.9376,-77.6611,73.74,73,100,7.0,US,2022-05-13 20:37:39
425,Golden Gate,26.1879,-81.6951,87.03,62,20,9.22,US,2022-05-13 20:41:27
426,Waddan,29.1614,16.139,68.43,44,1,14.99,LY,2022-05-13 20:41:28
427,Novo Aripuana,-5.1206,-60.3797,79.57,89,100,1.23,BR,2022-05-13 20:41:29
428,Doha,25.2867,51.5333,85.98,24,0,19.57,QA,2022-05-13 20:37:02
429,Hasaki,35.7333,140.8333,70.29,89,100,30.24,JP,2022-05-13 20:39:17
430,Ugoofaaru,5.6667,73.0,82.65,80,100,20.74,MV,2022-05-13 20:41:29
431,Zvishavane,-20.3267,30.0665,59.52,60,17,0.92,ZW,2022-05-13 20:41:30
432,Taga,46.95,24.05,63.32,96,81,1.61,RO,2022-05-13 20:41:31
433,Tura,25.5198,90.2201,71.04,99,32,3.78,IN,2022-05-13 20:40:13
434,Broome,42.2506,-75.833,82.2,56,40,11.5,US,2022-05-13 20:41:31
435,Jiwani,25.05,61.7417,83.37,79,2,12.03,PK,2022-05-13 20:41:32
436,Camana,-16.6228,-72.7111,67.68,74,29,9.62,PE,2022-05-13 20:41:33
437,Samarai,-10.6167,150.6667,81.61,80,57,4.99,PG,2022-05-13 20:41:33
438,Baoro,5.6667,15.9667,68.77,92,66,1.68,CF,2022-05-13 20:41:34
439,Vardo,70.3705,31.1107,31.98,86,0,12.66,NO,2022-05-13 20:39:13
440,Bubaque,11.2833,-15.8333,78.42,85,36,16.98,GW,2022-05-13 20:41:35
441,Lamu,-2.2717,40.902,80.82,74,34,13.94,KE,2022-05-13 20:41:35
442,Makakilo City,21.3469,-158.0858,80.92,54,75,14.97,US,2022-05-13 20:41:36
443,Jacareacanga,-6.2222,-57.7528,78.03,94,99,3.53,BR,2022-05-13 20:41:37
444,Belle Fourche,44.6714,-103.8522,68.32,25,71,13.82,US,2022-05-13 20:41:38
445,Oksfjord,70.2396,22.3479,37.99,89,94,1.25,NO,2022-05-13 20:41:38
446,Akhmim,26.5622,31.745,92.1,13,0,2.44,EG,2022-05-13 20:41:39
447,Charters Towers,-20.1,146.2667,64.92,77,1,9.93,AU,2022-05-13 20:41:39
448,Esperantinopolis,-4.8667,-44.7083,76.28,95,100,1.48,BR,2022-05-13 20:41:40
449,Klaksvik,62.2266,-6.589,41.92,70,98,15.86,FO,2022-05-13 20:41:42
450,Russellville,35.2784,-93.1338,91.54,51,0,8.05,US,2022-05-13 20:41:42
451,High Point,35.9557,-80.0053,75.94,69,75,8.05,US,2022-05-13 20:41:43
452,Havelock,34.8791,-76.9013,79.02,81,67,5.01,US,2022-05-13 20:41:44
453,Grindavik,63.8424,-22.4338,40.95,56,75,12.66,IS,2022-05-13 20:41:44
454,Kurya,51.6003,82.2888,57.52,48,0,5.21,RU,2022-05-13 20:41:45
455,Luanda,-8.8368,13.2343,75.7,87,27,8.28,AO,2022-05-13 20:41:46
456,Laukaa,58.7372,29.8453,46.56,78,79,9.73,RU,2022-05-13 20:41:46
457,Karlskrona,56.1616,15.5866,52.25,84,92,13.15,SE,2022-05-13 20:41:46
458,Korla,41.7597,86.1469,65.88,26,97,6.35,CN,2022-05-13 20:39:52
459,Saint-Pierre,-21.3393,55.4781,70.92,64,0,9.22,RE,2022-05-13 20:41:47
460,Ancud,-41.8697,-73.8203,50.61,73,98,4.09,CL,2022-05-13 20:39:46
461,Kiama,-34.6833,150.8667,60.58,92,12,5.46,AU,2022-05-13 20:41:48
462,Uvalde,29.3669,-99.767,77.99,69,40,17.27,US,2022-05-13 20:41:48
463,Ahipara,-35.1667,173.1667,58.1,71,59,2.37,NZ,2022-05-13 20:41:49
464,Balabac,7.9868,117.0645,80.98,78,53,2.91,PH,2022-05-13 20:41:50
465,Maun,-19.9833,23.4167,62.56,45,0,5.75,BW,2022-05-13 20:41:50
466,Havoysund,70.9963,24.6622,35.83,80,98,14.14,NO,2022-05-13 20:41:56
467,Lac Du Bonnet,50.2536,-96.0612,63.45,57,89,20.85,CA,2022-05-13 20:41:56
468,Garowe,8.4054,48.4845,87.15,39,99,7.54,SO,2022-05-13 20:41:57
469,Nipawin,53.3668,-104.0009,42.84,93,100,32.21,CA,2022-05-13 20:41:57
470,Mackay,-21.15,149.2,71.69,88,7,6.06,AU,2022-05-13 20:41:57
471,Zarubino,42.63,131.0922,45.1,71,100,5.77,RU,2022-05-13 20:41:58
472,Alofi,-19.0595,-169.9187,76.89,65,40,8.05,NU,2022-05-13 20:41:58
473,Daru,-9.0763,143.2092,79.32,82,35,5.77,PG,2022-05-13 20:41:59
474,Kushima,31.4583,131.2333,68.85,96,100,6.33,JP,2022-05-13 20:41:59
475,Campagna,40.6653,15.1059,64.74,88,1,0.94,IT,2022-05-13 20:42:00
476,Lukulu,-14.3707,23.242,66.43,50,42,4.54,ZM,2022-05-13 20:42:00
477,Keti Bandar,24.1447,67.4497,82.81,83,13,18.23,PK,2022-05-13 20:42:01
478,Dwarka,22.2394,68.9678,83.28,81,18,15.46,IN,2022-05-13 20:42:01
479,Isugod,9.3408,118.1196,79.32,85,100,2.59,PH,2022-05-13 20:42:01
480,Kamenka,51.3223,42.7678,47.37,85,8,7.63,RU,2022-05-13 20:42:02
481,Surt,31.2089,16.5887,66.16,65,0,6.26,LY,2022-05-13 20:42:03
482,Dhidhdhoo,6.8833,73.1,83.41,78,100,21.47,MV,2022-05-13 20:42:03
483,Kitimat,54.0524,-128.6534,54.91,57,76,1.01,CA,2022-05-13 20:42:04
484,Urumqi,43.801,87.6005,61.75,25,0,2.24,CN,2022-05-13 20:42:05
485,Chicama,-7.8447,-79.1469,63.14,67,36,8.84,PE,2022-05-13 20:42:05
486,Prado,-17.3411,-39.2208,74.91,82,33,7.34,BR,2022-05-13 20:42:06
487,Kaseda,31.4167,130.3167,67.53,89,100,19.04,JP,2022-05-13 20:42:06
488,Normandin,48.8333,-72.5321,78.93,38,91,9.22,CA,2022-05-13 20:37:43
489,Zhuanghe,39.7008,122.9911,47.48,53,0,9.31,CN,2022-05-13 20:42:07
490,Brae,60.3964,-1.353,45.68,74,12,17.25,GB,2022-05-13 20:42:07
491,Maragogi,-9.0122,-35.2225,78.78,81,12,5.08,BR,2022-05-13 20:42:08
492,Vilhena,-12.7406,-60.1458,82.62,61,40,6.91,BR,2022-05-13 20:42:08
493,Jasper,37.2001,-94.3502,85.1,63,75,8.05,US,2022-05-13 20:38:52
494,Polunochnoye,60.8697,60.4153,48.85,73,96,4.23,RU,2022-05-13 20:42:09
495,Sept-Iles,50.2001,-66.3821,48.06,84,75,3.44,CA,2022-05-13 20:42:09
496,Hukuntsi,-24.0,21.75,62.44,22,14,4.79,BW,2022-05-13 20:42:09
497,Aksay,47.26,39.87,59.25,74,100,11.99,RU,2022-05-13 20:42:10
498,Nelson,-41.2833,173.2833,52.7,100,100,1.01,NZ,2022-05-13 20:39:12
499,Lagoa,39.05,-27.9833,59.54,77,100,2.59,PT,2022-05-13 20:42:10
500,Josefina,8.2,123.5333,71.11,95,100,0.58,PH,2022-05-13 20:42:11
501,Kaspiyskiy,45.3929,47.3707,63.77,62,35,12.46,RU,2022-05-13 20:42:12
502,Ahuimanu,21.4447,-157.8378,82.11,61,40,14.97,US,2022-05-13 20:42:13
503,Coquimbo,-29.9533,-71.3436,60.53,72,20,10.36,CL,2022-05-13 20:42:14
504,Saint-Augustin,51.226,-58.6502,48.96,47,100,14.38,CA,2022-05-13 20:42:14
505,Benghazi,32.1167,20.0667,65.17,76,0,10.07,LY,2022-05-13 20:42:15
506,Kashin,57.3592,37.6081,49.93,80,15,17.2,RU,2022-05-13 20:42:15
507,Hojai,26.0,92.8667,72.43,98,69,2.42,IN,2022-05-13 20:42:16
508,Kumbo,6.2,10.6667,61.29,92,100,4.54,CM,2022-05-13 20:42:16
509,Malangali,-8.5667,34.85,61.34,84,66,7.78,TZ,2022-05-13 20:42:17
510,Akdepe,42.0551,59.3788,59.09,46,0,5.88,TM,2022-05-13 20:42:17
511,Vrede,-27.4257,29.1659,55.33,46,89,2.55,ZA,2022-05-13 20:42:23
512,Araguacu,-12.9306,-49.8264,80.69,47,100,2.53,BR,2022-05-13 20:42:23
513,Les Escoumins,48.1111,-69.0236,43.95,70,98,4.94,CA,2022-05-13 20:42:24
514,Ternate,0.8,127.4,77.16,91,100,5.44,ID,2022-05-13 20:42:24
515,Clyde River,70.4692,-68.5914,23.23,80,20,19.57,CA,2022-05-13 20:42:24
516,Saskylakh,71.9167,114.0833,3.9,99,86,3.96,RU,2022-05-13 20:42:25
517,Itajai,-26.9078,-48.6619,67.98,77,40,6.91,BR,2022-05-13 20:40:02
518,Quelimane,-17.8786,36.8883,68.4,85,0,1.7,MZ,2022-05-13 20:42:25
519,Odesskoye,54.2111,72.9651,61.66,39,72,6.98,RU,2022-05-13 20:42:26
520,Otofuke,42.9917,143.2003,51.71,97,100,4.25,JP,2022-05-13 20:42:27
521,Houma,29.5958,-90.7195,89.6,65,0,5.75,US,2022-05-13 20:38:10
522,Plettenberg Bay,-34.0527,23.3716,58.96,79,89,8.23,ZA,2022-05-13 20:42:28
523,Westport,41.1415,-73.3579,80.31,85,75,10.36,US,2022-05-13 20:40:12
524,Madingou,-4.1536,13.55,75.18,91,90,1.48,CG,2022-05-13 20:42:28
525,Harper,4.375,-7.7169,81.3,83,78,10.45,LR,2022-05-13 20:42:29
526,Buchanan,5.8808,-10.0467,80.76,85,64,6.11,LR,2022-05-13 20:42:29
527,Aksarka,66.5606,67.7975,38.32,87,82,3.74,RU,2022-05-13 20:42:30
528,Praia,14.9215,-23.5087,79.34,41,0,25.32,CV,2022-05-13 20:42:30
529,Bambanglipuro,-7.95,110.2833,79.34,86,88,3.2,ID,2022-05-13 20:42:31
530,Tandalti,13.0167,31.8667,91.31,26,64,3.76,SD,2022-05-13 20:42:31
531,Jinchang,38.4953,102.1739,42.37,79,95,5.03,CN,2022-05-13 20:42:31
532,Sao Filipe,14.8961,-24.4956,74.98,71,7,9.37,CV,2022-05-13 20:42:32
533,Irmo,34.086,-81.1832,79.38,78,75,8.05,US,2022-05-13 20:42:33
534,Harrison,30.4091,-89.0436,88.75,66,20,12.66,US,2022-05-13 20:42:31
535,Trairi,-3.2778,-39.2689,78.01,87,100,11.12,BR,2022-05-13 20:41:24
536,Ende,-8.8432,121.6623,77.16,88,89,2.35,ID,2022-05-13 20:42:33
537,Sechelt,49.4664,-123.7694,53.08,63,90,10.13,CA,2022-05-13 20:39:26
538,San Borja,-14.8167,-66.85,83.34,66,29,3.42,BO,2022-05-13 20:42:34
539,Wajir,1.7471,40.0573,80.55,60,87,16.58,KE,2022-05-13 20:42:34
540,San Onofre,9.7359,-75.5263,83.79,76,100,7.38,CO,2022-05-13 20:42:35
541,Vavozh,56.7751,51.931,44.87,94,100,6.04,RU,2022-05-13 20:42:35
542,Jalu,29.0331,21.5482,70.77,53,35,18.12,LY,2022-05-13 20:42:35
543,Alghero,40.5589,8.3181,66.99,77,0,3.44,IT,2022-05-13 20:42:36
544,Martapura,-3.4167,114.85,78.89,100,75,3.44,ID,2022-05-13 20:42:36
545,Kailua,21.4022,-157.7394,82.38,65,40,11.5,US,2022-05-13 20:42:37
546,Svetlogorsk,52.6333,29.7333,50.27,78,100,4.94,BY,2022-05-13 20:42:37
547,Raga,8.4596,25.678,77.95,68,100,3.85,SS,2022-05-13 20:42:38
548,Bulungu,-4.55,18.6,73.18,91,41,1.9,CD,2022-05-13 20:42:38
549,Turkistan,43.0,68.0,65.75,67,84,2.26,KZ,2022-05-13 20:42:39
550,Port Hedland,-20.3167,118.5667,73.45,100,100,3.44,AU,2022-05-13 20:42:39
551,Altamont,42.2068,-121.7372,58.77,32,100,8.01,US,2022-05-13 20:38:15
552,Villa De Reyes,21.8,-100.9333,88.66,11,24,11.45,MX,2022-05-13 20:42:40
553,Sioux Lookout,50.1001,-91.917,69.87,60,40,12.66,CA,2022-05-13 20:39:38
554,Bykovo,55.6361,38.0803,50.41,74,0,6.71,RU,2022-05-13 20:42:40
555,Lufilufi,-13.8745,-171.5986,80.38,82,63,9.31,WS,2022-05-13 20:42:41
556,Dodoma,-6.1722,35.7395,67.91,77,20,10.36,TZ,2022-05-13 20:42:46
557,Verkhoyansk,67.5447,133.385,22.48,62,100,5.61,RU,2022-05-13 20:42:47
558,Ambilobe,-13.2,49.05,70.57,88,0,4.07,MG,2022-05-13 20:42:47
559,Lazaro Cardenas,17.9583,-102.2,88.54,54,100,13.31,MX,2022-05-13 20:42:48
560,Sao Felix Do Xingu,-6.6447,-51.995,81.23,77,62,2.82,BR,2022-05-13 20:42:49
561,Lowestoft,52.4752,1.7516,61.05,67,73,11.14,GB,2022-05-13 20:42:49
562,Angoche,-16.2325,39.9086,72.09,84,32,6.38,MZ,2022-05-13 20:42:50
563,Kempele,64.9131,25.5034,44.62,70,0,5.75,FI,2022-05-13 20:42:50
564,Guerrero Negro,27.9769,-114.0611,78.51,29,54,13.91,MX,2022-05-13 20:42:51
565,Basavakalyan,17.8667,76.95,89.06,38,100,8.95,IN,2022-05-13 20:42:51
566,Hualmay,-11.0964,-77.6139,67.62,77,21,9.4,PE,2022-05-13 20:42:52
567,Dingzhou,38.5131,114.9956,50.11,32,100,2.64,CN,2022-05-13 20:42:52
568,Katol,21.2667,78.5833,92.64,31,7,10.67,IN,2022-05-13 20:42:53
569,Port-Gentil,-0.7193,8.7815,82.36,83,40,10.36,GA,2022-05-13 20:42:53
570,Bredy,52.4153,60.3411,52.86,88,100,16.62,RU,2022-05-13 20:42:54
571,Oparino,59.8518,48.2783,39.07,98,48,5.06,RU,2022-05-13 20:42:54
572,Brufut,13.3814,-16.7518,75.29,83,0,5.75,GM,2022-05-13 20:42:55
573,Birin,26.8865,88.0718,61.59,90,91,2.44,NP,2022-05-13 20:42:55
574,Turukhansk,65.8167,87.9833,41.97,79,91,6.93,RU,2022-05-13 20:42:56
575,Requena,39.4883,-1.1004,55.53,71,16,3.91,ES,2022-05-13 20:42:56
576,Uberaba,-19.7483,-47.9319,70.92,57,2,5.26,BR,2022-05-13 20:41:20
577,Ndende,-2.4008,11.3581,74.7,97,66,0.96,GA,2022-05-13 20:42:57
578,Langxiang,46.95,128.8833,39.7,75,100,1.72,CN,2022-05-13 20:42:57
579,Teberda,43.4456,41.7448,43.45,83,0,5.86,RU,2022-05-13 20:42:57
580,Simi Valley,34.2695,-118.7815,95.63,16,0,5.99,US,2022-05-13 20:42:06
581,Shimoda,34.6667,138.95,68.11,97,100,18.21,JP,2022-05-13 20:42:58
582,Sompeta,18.9333,84.6,81.97,85,42,12.5,IN,2022-05-13 20:42:58
583,Ust-Ishim,57.6935,71.1665,57.31,51,99,6.76,RU,2022-05-13 20:42:59
584,Shimsk,58.212,30.7127,45.75,82,78,9.84,RU,2022-05-13 20:42:59
